<<<<<<< HEAD
,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,product_id,product_name,product_price,product_link,Alcohol percentage,Bottle volume ml,Gift box,Country of origin,Varietal,Varietals,Type,Vintage,Organic,Style,Brand,Product_desc,Expert Review,Customer Review,Nose,Palate,Finish,Appearance,alcohol_type,Food Pairing
3,3,3,3,3,0,product_405,crystal-head-1l-w-gift-box,108.45,https://www.paneco.com.sg/products/crystal-head-1l-w-gift-box,40.0,1000.0ml,Yes,Canada,,,,,,,Crystal Head,"
Crystal Head creators philosophy is that the finest vodka is untouched. Naturally smooth. Crystal Head contains no additives. No glycerol, citrus oils or sugars. Nothing is added to enhance or mask the taste. Highest quality peaches and cream corn is distilled four times into a neutral grain spirit and blended with pristine water from Newfoundland, Canada. The liquid is then filtered seven times, of which three are through layers of semi-precious crystals known as Herkimer diamonds. The larger 1L bottle gives you more vodka.
","¡°Dan Aykroyd and John Alexander wanted to craft a vessel worthy of one of the world¡¯s purest vodkas. A symbol of life, reflecting power and enlightenment, to hold their award-winning white spirit of supernatural purity.NOTHING BUT PURE SPIRIT.¡±",,,,,,Spirit,[]
>>>>>>> e47ce0c3f7db9be48c589d9ac4f5ba092d85190e
4,4,4,4,4,0,product_809,smirnoff-no-21-700ml,42.95,https://www.paneco.com.sg/products/smirnoff-no-21-700ml,37.5,700.0ml,No,Russian Federation,,,,,,,Smirnoff,"
                  Smirnoff No. 21 is the world's No. 1 vodka. Its classic taste has inspired other varieties throughout all four corners of the globe.

The Smirnoff brand was founded in 1864 by Piotr Arseneevich Smirnov and before long, he became one of the most famous vodka makers in Russia. In 1886, he even received the Tsar¡¯s special designation as a Purveyor of the Imperial Court, which is a fancy way of saying Official Vodka-Maker of Tsar Type People. This was based both on the fact that his vodkas were delicious and that Tsars tend to like to make things official.

When the Bolsheviks took over, the distilleries were shut down and P.A.¡¯s son Vladimir was chased out of town with pitchforks and also dinner forks, since the whole thing happened suddenly and not everyone had a pitchfork with them.

Vladimir Smirnov was able to flee to Constantinople and then eventually settle in France where he sold vodka under the name ¡°Smirnoff.¡± Now safely disguised by a new name and a slightly offensive fake French accent, Vladimir revived the brand.
<<<<<<< HEAD
                ",¡°Robust flavor with a dry finish for ultimate smoothness and clarity¡±,,,,,,Spirit,[]
5,5,5,5,5,0,product_291,stolichnaya-1l,62.95,https://www.paneco.com.sg/products/stolichnaya-1l,40.0,1000.0ml,No,Latvia,,,,,,,Stolichnaya,"
                  Stolichnaya Vodka has its origins in the Tambov region of Russia. Distilled three times to yield the finest quality of Alpha spirit - the highest standard of Russian alcohol - this is the undiluted essence of Stolichnaya Vodka.
                ","¡°Stolichnaya Vodka is a classically-styled, exceptionally smooth vodka. Crystal clear in color with marshmallow, mineral and mild fruit peel aromas.¡±",,,,,,Spirit,[]
6,6,6,6,6,0,product_1501,absolut-elyx-vodka-1l,94.5,https://www.paneco.com.sg/products/absolut-elyx-vodka-1l,42.3,1000.0ml,No,Sweden,,,,,,,Absolut,"
                  Absolut Elyx is a true luxury vodka, built on the principles of quality, integrity and craftsmanship, distilled in a manually operated vintage copper still from 1921. The result is an award winning vodka with a rich and smooth mouth feel. We call it liquid silk. Absolut Elyx is made using a vintage copper column still from 1921. Thousands of copper packets are used sacrificially, removing unwanted compounds and contributing to a rich final product. The skill and experience of manually operated distillation produces a luxury vodka with unparalleled character and flavor. Perfect for your martinis or even on the rocks. 
                ",,,,,,,Spirit,[]
7,7,7,7,7,0,product_1503,belvedere-intense-vodka-1l,102.5,https://www.paneco.com.sg/products/belvedere-intense-vodka-1l,50.0,1000.0ml,No,Poland,,,,,,,Belvedere,"
                  Belvedere Intense is a bolder version of Belvedere Vodka which elevates and intensifies the special characteristics of Dankowskie rye. Diluted with less water to 100 proof (50%ABV), the vodka is double filtered through charcoal to yield a refreshing texture and complexity, highlighting a fine balance between elegance and strength ¡ª an accomplishment unmatched by other higher strength vodkas. Seductive notes of rich vanilla, cream and butterscotch on the nose, with deep and concentrated flavours of cr¨¨me caramel, dark savory spice and rich bitter chocolate on the palate. Sustained with notes of cream, vanilla and sweet spice on the finish.
                ",,,,,,,Spirit,[]
8,8,8,8,8,0,product_5,jack-daniels-black-1l,79.95,https://www.paneco.com.sg/products/jack-daniels-black-1l,40.0,1000.0ml,No,United States,Bourbon,,Bourbon,,,,Jack Daniels,"
One of the most famous whiskey brands worldwide. Jack Daniel's is a light and sweet Tennessee whiskey, produced in the traditional method of Jack Daniel's distillery. The beverage undergoes the unique process of charcoal filtration, and is aged in single oak barrels. In 2006 Jack Daniel's Black Label took the first place from Johnnie Walker Red Label, and won the title ""best-selling whiskey in the world"".
","¡°Jasper (Jack) Newton Daniel, the founder of the whiskey distillery in Tennessee and the inventor of the double charcoal filtration (""Lincoln County Process""), died in 1911 as a result of blood poisoning. The legend tells that the origin of the poisoning was an infection in his leg, following an injury he sustained when he kicked the office safe, after he forgot the code once again, and had a paranoia attack, in fear that his nephew sold the secret recipes to the competitors. The incident inspired the slogan that was published later: ""never go to work early"".¡±",I really enjoy Jack Daniels sometimes with it's sweet aroma and taste. The large bottle is excellent value for money.,,,,,Spirit,[]
9,9,9,9,9,0,product_2926,1757-vermouth-di-torino-1l,49.95,https://www.paneco.com.sg/products/1757-vermouth-di-torino-1l,16.0,1000.0ml,No,Italy,Vermouth,,,,,,Cinzano Vermouth,"
This unique vermouth has been bottled to celebrate and pay homage to Cinzano¡¯s founding fathers, Giovanni Giacomo and Carlo Stefano, who in 1757 started their business in Torino and created Casa Cinzano.
","¡°The 1757 Vermouth di Torino range is a small batch, handcrafted vermouth (Rosso and Extra Dry) gently infused with the finest mature blend of aromatics.¡±",,,,,,Spirit,[]
10,10,10,10,10,0,product_4035,1800-tequila-cristalino-750ml-w-giftbox,84.95,https://www.paneco.com.sg/products/1800-tequila-cristalino-750ml-w-giftbox,40.0,750.0ml,Yes,Mexico,Anejo,,,,,,1800 Tequila,"
1800 Cristalino is a crystal clear anejo tequila with deceptive depth, presented in a stunning crystalline bottle. 100% Weber blue agave is handpicked at its peak of maturity, aged in French and American oak barrels, married together, then finished in port wine casks. The result is an ultra-premium tequila that offers the complexity of an Anejo with the smoothness of a Blanco.?
",,,,,,,Spirit,[]
11,11,11,11,11,0,product_2032,jose-cuervo-1800-anejo-750ml,67.95,https://www.paneco.com.sg/products/jose-cuervo-1800-anejo-750ml,40.0,750.0ml,No,Mexico,Anejo,,,,,,"Jose Cuervo, 1800 Tequila","
Using 100% Weber blue agave, picked at their peak ¡ª anywhere from 8-12 years old ¡ª A?ejo is aged in French Oak barrels for a minimum of 14 months. Its finish is described as spicy and well rounded with flavors of toasted oak, vanilla and butterscotch. This deep, luxurious tequila is ideal for sipping.
",,,,,,,Spirit,[]
12,12,12,12,12,0,product_3238,jose-cuervo-reserva-1800-coconut-750ml,65.95,https://www.paneco.com.sg/products/jose-cuervo-reserva-1800-coconut-750ml,35.0,750.0ml,No,Mexico,Blanco,,,,,,"Jose Cuervo, 1800 Tequila","
Signature double-distilled 1800 Silver Tequila infused with natural, ripe coconut flavour. With its slightly-sweet and medium-bodied tropical taste, this versatile spirit is delicious on the rocks and also tastes great mixed with pineapple juice.
",¡°Perfect chilled or mixed with fruit juices¡±,,Strong Agave mixed with coconut & spices,Medium bodied & smooth with sweet notes of coconut & fresh Agave,Nice long Finish with a good balance of coconut & Tequila,,Spirit,[]
13,13,13,13,13,0,product_1947,1800-tequila-reserva-reposado-750ml,69.99,https://www.paneco.com.sg/products/1800-tequila-reserva-reposado-750ml,40.0,750.0ml,No,Mexico,Reposado,,,,,,1800 Tequila,"
This tequila is crafted using 8-12 year old 100% Weber blue agave and is matured in American and French Oak barrels for no less than six months. This rich liquid has notes of buttery caramel, mild spices and a touch of smokiness, which is imparted by the finishing process. Perfect mixed in a cocktail or on the rocks.
",,,,,,,Spirit,[]
14,14,14,14,14,0,product_470,1800-tequila-reserva-silver-blanco-750ml,69.68,https://www.paneco.com.sg/products/1800-tequila-reserva-silver-blanco-750ml,40.0,750.0ml,No,Mexico,Blanco,,,,,,"Jose Cuervo, 1800 Tequila","
1800 Tequila, the original ¡°Super Premium¡± 100% agave tequila, is named after the first year in which tequila was distilled and aged. Made from 100% Weber Blue Agave ¡ª aged for 8-12 years and harvested at their peak. The liquid is double distilled, and a special selection of white tequilas is blended together for added complexity and character. The result is a premium tequila with a smoother, more interesting flavor than most on the market. The clean, balanced taste with hints of sweet fruit and pepper is perfect sipped neat, on the rocks, as a shot or in a cocktail.
",¡°The bottle¡¯s triangular shape is reminiscent of the Mayan pyramids found in Mexico.¡±,,,,,,Spirit,[]
15,15,15,15,15,0,product_4012,3-kilos-gold-999-9-vodka-1l,119.95,https://www.paneco.com.sg/products/3-kilos-gold-999-9-vodka-1l,40.0,1000.0ml,No,Netherlands,,,,,,,3 Kilos Vodka,"
This masterfully blended 3 Kilos Vodka is immediately bottled on site into our signature patented gold bar shaped bottle, shielding the vodka from light deterioration. With a non-refillable cap, the luxuriously smooth 3 Kilos Vodka consistently delivers the golden standard of quality straight from our distillery in the south of Holland to your glass.¡±
Five times distilled from hand selected European golden wheat, 3 Kilos Vodka Gold 999.9 embodies the purity and strength of the gold standard set forth by the opening of the US Bullion Depository at Fort Knox in 1937.
",,,,,,,Spirit,[]
16,16,16,16,16,0,product_3950,400-conejos-mezcal-joven-750ml,85.95,https://www.paneco.com.sg/products/400-conejos-mezcal-joven-750ml,40.0,750.0ml,No,Mexico,Mescal,,,,,,400 Conejos,"
400 Conejos is produced from 100% espad¨ªn agave and crafted in Oaxaca, Mexico using traditional methods. This award-winning mezcal is well-balanced and smooth with soft hints of wood, sweet notes of cooked agave, and a pleasant smoky finish.
",,,,,,,Spirit,[]
17,17,17,17,17,0,product_2274,aberfeldy-12-year-single-malt-1l-w-gift-box,119.66,https://www.paneco.com.sg/products/aberfeldy-12-year-single-malt-1l-w-gift-box,40.0,1000.0ml,Yes,Scotland,Single Malt,,,,,,Aberfeldy,"
Aberfeldy 12 is matured in a combination of Sherry, Bourbon, re-fill and re-char cask. It's a honeyed dram with notes of fruit, spices, lots of vanilla and just a hint of smoke. This whisky is the showcase single malt from the southern Highland distillery of Aberfeldy.
",¡°Aberfeldy has been awarded over 150 Gold Medals by the world¡¯s top spirits competitions for its Golden Dram.¡±,,,,,,Spirit,[]
18,18,18,18,18,0,product_717,aberfeldy-12-year-single-malt-700ml-w-gift-box,77.9,https://www.paneco.com.sg/products/aberfeldy-12-year-single-malt-700ml-w-gift-box,40.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Aberfeldy,"
Aberfeldy 12 is matured in a combination of Sherry, Bourbon, re-fill and re-char cask. It's a honeyed dram with notes of fruit, spices, lots of vanilla and just a hint of smoke. This whisky is the flagship single malt from the southern Highland distillery of Aberfeldy.
","¡°Honeyed dram with notes of spices, vanilla and a hint of smoke. It is fruity (the raisins and orange again) and flavoursome with the sweet toffee, and the spicy nutmeg and woody cinnamon notes coming through again right at the end.Aberfeldy has been awarded over 150 Gold Medals by the world¡¯s top spirits competitions for its Golden Dram.¡±",Great flavour for the price and the aftertaste is very pleasant.,,,,,Spirit,[]
19,19,19,19,19,0,product_2539,aberfeldy-12-year-single-malt-750ml-w-gift-box,84.95,https://www.paneco.com.sg/products/aberfeldy-12-year-single-malt-750ml-w-gift-box,40.0,750.0ml,Yes,Scotland,Single Malt,,,,,,Aberfeldy,"
This whisky is the flagship single malt from the southern Highland distillery of Aberfeldy. This new identity, which is the first re-branding for Aberfeldy since 1999, forms part of a larger plan for its single malts.
",,,,,,,Spirit,[]
20,20,20,20,20,0,product_2699,aberfeldy-16-year-single-malt-1l-w-gift-box,189.95,https://www.paneco.com.sg/products/aberfeldy-16-year-single-malt-1l-w-gift-box,40.0,1000.0ml,Yes,Scotland,Single Malt,,,,,,Aberfeldy,"
First planned in 1896 by the sons of John Dewar, Dewar¡¯s Aberfeldy Distillery is the only Scotch whisky distillery built by the Dewar family. Dewar¡¯s was already a highly successful brand of blended whisky, renowned for its quality, and the company needed more single malt whisky to use in its blend. Laid to rest for 16 years in handmade oak casks, this enriched offering is finished in first fill Oloroso sherry casks to impart a subtle fruitful nature and a roundness to the whisky. Tasting note: Exhaling honey, citrus and spicy cloves. Sherried and full like fruitcake, then dabs of rich dark chocolate and a soothing, mouth-coating finish.
",,,,,,,Spirit,[]
21,21,21,21,21,0,product_1465,aberfeldy-16-year-single-malt-700ml-w-gift-box,159.95,https://www.paneco.com.sg/products/aberfeldy-16-year-single-malt-700ml-w-gift-box,40.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Aberfeldy,"
First planned in 1896 by the sons of John Dewar, Dewar¡¯s Aberfeldy Distillery is the only Scotch whisky distillery built by the Dewar family. Dewar¡¯s was already a highly successful brand of blended whisky, renowned for its quality, and the company needed more single malt whisky to use in its blend. Laid to rest for 16 years in handmade oak casks, this enriched offering is finished in first fill Oloroso sherry casks to impart a subtle fruitful nature and a roundness to the whisky.
","¡°Exhaling honey, citrus and spicy cloves. Sherried and full like fruitcake, then dabs of rich dark chocolate and a soothing, mouth-coating finish.¡±",,,,,,Spirit,[]
22,22,22,22,22,0,product_3375,aberfeldy-18-year-single-malt-cote-rotie-red-wine-cask-finish-750ml-w-gift-box,277.95,https://www.paneco.com.sg/products/aberfeldy-18-year-single-malt-cote-rotie-red-wine-cask-finish-750ml-w-gift-box,40.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Aberfeldy,"
Aberfeldy¡¯s Red Wine Cask Collection is a limited edition series which explores the Malt Master¡¯s art of finishing. Each expression has been expertly crafted to showcase an excellent balance of flavour between Aberfeldy¡¯s honeyed richness and the complexity of French red wine.
Bursting with red berry fruit which compliments the soft gentle malt of the whisky.?
",,,,,,,Spirit,[]
23,23,23,23,23,0,product_4702,aberfeldy-19-year-exceptional-cask-series-single-malt-700ml-w-gift-box,319.95,https://www.paneco.com.sg/products/aberfeldy-19-year-exceptional-cask-series-single-malt-700ml-w-gift-box,43.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Aberfeldy,"
Aberfeldy distillery was built in 1896 by John Dewar & Sons to provide whisky for their famous blends. Although the capacity of the distillery was doubled in 1973, it was still rarely seen as a single malt, appearing only occasionally in limited releases like this while part of the Diageo?stable. It was only in 1999 that it was marketed under its own single malt brand, when a 12 year old?was released by new distillery owners, Bacardi.
The limited edition release from Aberfeldy has been aged for 19 years and finished in ex-Sherry casks.?
",,,,,,,Spirit,[]
24,24,24,24,24,0,product_4103,aberfeldy-21-year-maderia-cask-single-malt-700ml-w-gift-box,279.95,https://www.paneco.com.sg/products/aberfeldy-21-year-maderia-cask-single-malt-700ml-w-gift-box,40.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Aberfeldy,"
Aberfeldy distillery was built in 1896 by John Dewar & Sons to provide whisky for their famous blends. Although the capacity of the distillery was doubled in 1973, it was still rarely seen as a single malt, appearing only occasionally in limited releases like this while part of what is now the Diageo stable. It was only in 1999 that it was marketed under its own single malt brand, when a 12 year old was released by new distillery owners, Bacardi.
The 21 year old expression was?first introduced in 2005. This small batch limited edition was one of a pair of age-staterments released to travel retail in 2018, both of which were finished in the Madeira Casks
",,,,,,,Spirit,[]
25,25,25,25,25,0,product_3376,aberfeldy-21-year-single-malt-750ml-w-gift-box,297.95,https://www.paneco.com.sg/products/aberfeldy-21-year-single-malt-750ml-w-gift-box,40.0,750.0ml,Yes,Scotland,Single Malt,,,,,,Aberfeldy,"
Nestled within a lush valley in the foothills of the Central Highlands of Scotland, Aberfeldy Distillery lies within the quaint village of Aberfeldy, Perthshire. Aberfeldy whisky is known as the ¡®Golden Dram¡¯. Golden, for the distillery¡¯s water source is the famous Pitilie Burn ¨C renowned for its water quality and famed for its rich deposits of alluvial gold. 21 years of maturation allows for even further development and intensity of flavour. It is rare to find quality casks of this age, especially those that have imparted such silky complexity. The extra time spent in oak creates a luxurious richness to the whisky.
",,,,,,,Spirit,[]
26,26,26,26,26,0,product_2700,aberlour-10-year-forest-reserve-single-malt-700ml-w-gift-box,99.78,https://www.paneco.com.sg/products/aberlour-10-year-forest-reserve-single-malt-700ml-w-gift-box,40.0,700.0ml,No,Scotland,Single Malt,,,,,,Aberlour,"
The Aberlour 10 Year Forest Reserve is an expression has been matured in both bourbon and Jerez sherry casks before finishing in French Limousin oak casks. The name pays homage to the distillery's efforts to preserve native woodland which surrounds the distillery.
",,,,,,,Spirit,[]
27,27,27,27,27,0,product_921,aberlour-12-year-double-cask-matured-single-malt-1l-w-gift-box,137.72,https://www.paneco.com.sg/products/aberlour-12-year-double-cask-matured-single-malt-1l-w-gift-box,40.0,1000.0ml,Yes,Scotland,Single Malt,,,,,,Aberlour,"
The 12 year-old expression is a fine example of how the distinctively crisp, citrus character of Aberlour's raw spirit is deftly softened by double cask maturation. Traditional Oak and seasoned Sherry butts are both used to great effect, as the mellowed spirits within are combined to deliver a subtly balanced flavour. Available in 1L for extra value.
","¡°Colour: Golden amber with hints of ruby.Nose: Soft and rounded, with fruity notes of red apple.Palate: A fine sherried character, balanced with rich chocolate, toffee, cinnamon and ginger spiciness.Finish: Warming and lingering ¨C sweet and slightly spicy.¡±",,,,,,Spirit,[]
28,28,28,28,28,0,product_4384,aberlour-12-year-double-cask-matured-700ml-gift-set-w-1-glass-4-whisky-stones,109.95,https://www.paneco.com.sg/products/aberlour-12-year-double-cask-matured-700ml-gift-set-w-1-glass-4-whisky-stones,40.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Aberlour,"
The 12 year-old expression is a fine example of how the distinctively crisp, citrus character of Aberlour¡¯s raw spirit is deftly softened by double cask maturation. Traditional oak and seasoned Sherry butts are both used to great effect, as the mellowed spirits within are combined to deliver a subtly balanced flavour.
",,,,,,,Spirit,[]
29,29,29,29,29,0,product_3052,aberlour-12-year-non-chill-filtered-700ml-w-gift-box,109.95,https://www.paneco.com.sg/products/aberlour-12-year-non-chill-filtered-700ml-w-gift-box,48.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Aberlour,"
An unchill-filtered expression, Aberlour 12 Year Old Non Chill-Filtered is packed with flavours that are all from the whiskies that make it (and not the filtration system!). This delightful dram features intense flavours of dark chocolate, cinnamon, nutmeg, caramel and nutty hues.
",,,,,,,Spirit,[]
30,30,30,30,30,0,product_850,aberlour-12-year-double-cask-matured-single-malt-700ml-w-gift-box,94.95,https://www.paneco.com.sg/products/aberlour-12-year-double-cask-matured-single-malt-700ml-w-gift-box,40.0,700.0ml,No,Scotland,Single Malt,,,,,,Aberlour,"
The 12 year-old expression is a fine example of how the distinctively crisp, citrus character of Aberlour¡¯s raw spirit is deftly softened by double cask maturation. Traditional oak and seasoned Sherry butts are both used to great effect, as the mellowed spirits within are combined to deliver a subtly balanced flavour.
","¡°Colour: Golden amber with hints of ruby.Nose: Soft and rounded, with fruity notes of red apple.Palate: A fine sherried character, balanced with rich chocolate, toffee, cinnamon and ginger spiciness.Finish: Warming and lingering ¨C sweet and slightly spicy.¡±",,,,,,Spirit,[]
31,31,31,31,31,0,product_3534,aberlour-14-years-double-cask-matured-700ml-w-gift-box,126.95,https://www.paneco.com.sg/products/aberlour-14-years-double-cask-matured-700ml-w-gift-box,40.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Aberlour,"
This 14-year-old Speyside comes courtesy of the Aberlour Distillery. The maturation took place in a combination of Oloroso sherry and first-fill American oak casks. Sharp fruity notes, and a hum of clove and cardamom throughout the nose.
",,,,,,,Spirit,[]
32,32,32,32,32,0,product_3098,aberlour-16-year-single-malt-700ml-w-gift-box,169.59,https://www.paneco.com.sg/products/aberlour-16-year-single-malt-700ml-w-gift-box,43.0,700.0ml,No,Scotland,Single Malt,,,,,,Aberlour,"
Aberlour 16 Year is matured in a combination of the traditional oak and sherry oak casks. This 16 year old Aberlour is bursting with lush plum, raisin and even floral notes enriched by an engagingly spicy sweetness. Smooth and full with sweet, floral and spicy flavours and notes of plum and gentle oak. Long, warm, spicy fruitiness
",,,,,,,Spirit,[]
33,33,33,33,33,0,product_4703,aberlour-18-year-old-double-sherry-cask-finish-700ml-w-gift-box,294.95,https://www.paneco.com.sg/products/aberlour-18-year-old-double-sherry-cask-finish-700ml-w-gift-box,43.0,700.0ml,Yes,Scotland,Single Malt,,,,,,Aberlour,"
This exquisite 18 Year Old expression is fully finished in specially selected first fill Oloroso sherry casks, known for their juicy raisin and liquorice flavours and combined with PX sherry casks, bringing an intensely rich syrupy sweet flavour.
The result is an indulgent whisky which is long and complex with lasting sweetness that is rich and fruity on the palate rich and fruity on the palate with notes of apricot, chocolate covered raisins, liquorice root and grated nutmeg.
",,,,,,,Spirit,[]
34,34,34,34,34,0,product_3937,aberlour-a-bunadh-alba-batch-5-single-malt-700ml-w-gift-box,184.93,https://www.paneco.com.sg/products/aberlour-a-bunadh-alba-batch-5-single-malt-700ml-w-gift-box,62.7,700.0ml,Yes,Scotland,Single Malt,,,,,,Aberlour,"
Aberlour uses only 1st fill American Oak barrels that previously held Bourbon whiskey to preserve the intense sweet flavours. Further concentrating the flavours in every single drop, this is as close as you can get to experiencing whisky straight form the cask. Using a small number of carefully selected casks highlights the hand-crafted spirit and the willingness to produce a single malt of the highest quality.
",,,,,,,Spirit,[]
35,35,35,35,35,0,product_2360,aberlour-casg-annamh-single-malt-1l-w-gift-box,179.68,https://www.paneco.com.sg/products/aberlour-casg-annamh-single-malt-1l-w-gift-box,48.0,1000.0ml,Yes,Scotland,Single Malt,,,,,,Aberlour,"
Translating as ¡®Rare Cask¡¯ in Gaelic, Casg Annamh is created from a limited number of carefully selected casks. These Spanish oak Oloroso Sherry casks/butts have a significant influence on the non-chill filtered liquid and perfectly complement Aberlour¡¯s distillate flavour, bringing sweet and rich notes.
",,,,,,,Spirit,[]
